StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3.1_1,Q3.1_2,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q8.1_1,Q8.1_2,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.2,Q10.1,Q10.2,Q10.3,Q11.1_1,Q11.2,Q11.3,Q11.3_5_TEXT,Q11.4
2022-10-10 12:20:54,2022-10-10 12:22:09,IP Address,35,74,False,2022-10-24 12:22:10,R_DOidjvKEcwQgmuB,anonymous,EN-GB,Somewhat agree,Strongly agree,Most of the time,Never or almost never,Most of the time,Most of the time,Most of the time,,,,,,,,,,,,,,,
2022-10-10 12:37:35,2022-10-10 12:38:52,IP Address,12,76,False,2022-10-24 12:38:54,R_5yWw8KfYFgDlol3,anonymous,EN-GB,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,
2022-10-24 13:56:46,2022-10-24 13:59:12,IP Address,100,146,True,2022-10-24 13:59:13,R_1HqrkliX8SXIZqS,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,,,,,,I don't understand the question,I don't understand the question,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,No,as concerned as a typical researcher in my field,1,,,
2022-10-24 13:58:13,2022-10-24 14:00:26,IP Address,100,133,True,2022-10-24 14:00:27,R_0ld4Q5kBoI0SFiN,anonymous,EN-GB,Strongly agree,Strongly agree,Sometimes,I don't understand the question,About half the time,About half the time,About half the time,Much more,Much more,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,,,,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",Very much more concerned,6,R,,
2022-10-10 13:43:44,2022-10-10 13:43:55,IP Address,6,10,False,2022-10-24 14:02:22,R_31QynvdGu0LvGDx,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-24 14:02:06,2022-10-24 14:05:16,IP Address,100,189,True,2022-10-24 14:05:16,R_11hgg7XINccIMiF,anonymous,EN-GB,Strongly agree,Neither agree nor disagree,Most of the time,Always or almost always,Always or almost always,Always or almost always,About half the time,Much more,Much more,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,as concerned as a typical researcher in my field,40,Stata,,...
2022-10-24 14:01:36,2022-10-24 14:10:11,IP Address,100,514,True,2022-10-24 14:10:11,R_1Q3lNB92GJSkfDD,anonymous,EN-GB,Strongly agree,Somewhat agree,Always or almost always,Always or almost always,Always or almost always,Most of the time,Most of the time,About the same,About the same,Strongly agree,Unsure,Somewhat disagree,Strongly disagree,I have a huge amount of variables in my data-application. It would be of too much work if we should run preliminary analyses with a subset of the data before getting the access to the whole data.,-,-,No,somewhat more concerned,5,R,,
2022-10-24 14:13:08,2022-10-24 14:17:57,IP Address,100,288,True,2022-10-24 14:17:58,R_3HBmDhOkC8rB4tt,anonymous,EN-GB,Somewhat agree,Somewhat agree,I don't understand the question,Never or almost never,Most of the time,Most of the time,Most of the time,Somewhat more,Somewhat more,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,,,No,as concerned as a typical researcher in my field,20,Stata,,
2022-10-24 14:29:13,2022-10-24 14:32:16,IP Address,100,183,True,2022-10-24 14:32:17,R_rdNf63eGRzy0n4J,anonymous,EN-GB,Somewhat agree,Somewhat agree,Most of the time,About half the time,Sometimes,Never or almost never,Never or almost never,Somewhat more,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,as concerned as a typical researcher in my field,1,R,,
2022-10-24 14:39:54,2022-10-24 14:44:03,IP Address,100,248,True,2022-10-24 14:44:03,R_2w5GaZS1omlSq7s,anonymous,EN-GB,Strongly agree,Strongly agree,Always or almost always,Always or almost always,Sometimes,Most of the time,Most of the time,Somewhat more,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,No,as concerned as a typical researcher in my field,3,Stata,,
2022-10-24 14:39:20,2022-10-24 14:48:47,IP Address,100,566,True,2022-10-24 14:48:47,R_3L7t6koJnYrPZPS,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Never or almost never,Never or almost never,Sometimes,Always or almost always,Sometimes,Somewhat more,Somewhat more,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",somewhat more concerned,2,R,,
2022-10-10 14:46:01,2022-10-10 14:46:19,IP Address,6,18,False,2022-10-24 15:21:55,R_2zSg9QahBy4ae0Z,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-24 13:59:21,2022-10-24 15:33:46,IP Address,100,5664,True,2022-10-24 15:33:46,R_Zk3v9R5L8pr7hi9,anonymous,EN-GB,Somewhat agree,Neither agree nor disagree,Most of the time,Sometimes,Sometimes,I don't understand the question,Most of the time,I don't understand the question,I don't understand the question,Somewhat agree,Unsure,Somewhat agree,Unsure,,"I'm uncertain about how this would work for the type of study I might use ALSPAC samples/data for. Without fully understanding this, my initial concern is that the new workflow model requires additional checks/correspondence which can introduce significant delays and/or complications to the analysis process.  ",,No,somewhat more concerned,0,R,,
2022-10-24 15:46:57,2022-10-24 15:52:03,IP Address,100,306,True,2022-10-24 15:52:03,R_1HdZCLMcd1VSmAj,anonymous,EN-GB,Strongly agree,Strongly agree,Never or almost never,Never or almost never,Most of the time,Most of the time,Most of the time,Somewhat more,About the same,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,A drawback I can foresee is extending the timeline for moving projects forward because of extra steps. A benefit I see is having time to work out potential problems with analyses prior to running on a full dataset - especially if allowed to use those results as pilot/preliminary data in grant preperation.,,No,as concerned as a typical researcher in my field,2,"R,Other (please describe)",bash/plink2,
2022-10-24 16:00:38,2022-10-24 16:07:51,IP Address,100,432,True,2022-10-24 16:07:52,R_rpbqAGTOGxbtoB3,anonymous,EN-GB,Somewhat agree,Somewhat agree,Sometimes,Never or almost never,Sometimes,Never or almost never,Never or almost never,About the same,About the same,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,"It depends very much on the models used. In some cases the analysis on a subset of the data is fine but then does not work well with the full set of data because of the presence of outliers. Similarly, analysis on a small dataset might not work as there might not be sufficient units in a cell, whereas it would be fine when the whole data is available. I think that the ECAW model would not work for everyone. ",See previous comment. I am really concerned that making ALSPAC available only with ECAW would discourage many researchers to work with the data. There are already significant barriers to work with ALSPAC.,,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",,10,Stata,,
2022-10-24 16:12:11,2022-10-24 16:16:31,IP Address,100,259,True,2022-10-24 16:16:31,R_ym7UqeWoy1vDh4J,anonymous,EN-GB,Strongly agree,Strongly agree,Sometimes,Never or almost never,About half the time,About half the time,Sometimes,Somewhat more,Somewhat more,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,No,somewhat more concerned,10,"Stata,R",,
2022-10-24 16:24:21,2022-10-24 16:28:25,IP Address,100,244,True,2022-10-24 16:28:26,R_7ZL3sLNkrJekHPr,anonymous,EN-GB,Neither agree nor disagree,Somewhat agree,Most of the time,Never or almost never,About half the time,Never or almost never,Most of the time,Somewhat less,Somewhat less,Somewhat agree,Somewhat disagree,Unsure,Somewhat disagree,"I worry about the impact of sampling strategy, and sample size, on the validity of these analyses.  With some analysis questions (like genetics), larger samples are preferable, and sampling bias can have a huge effect.",,,No,more concerned,1,R,,
2022-10-10 16:30:44,2022-10-10 16:32:10,IP Address,24,85,False,2022-10-24 16:32:10,R_UaohMv3l9M4FZsd,anonymous,EN-GB,Strongly agree,Somewhat agree,Never or almost never,Most of the time,Always or almost always,Always or almost always,Always or almost always,,,,,,,,,,,,,,,
2022-10-24 16:42:39,2022-10-24 17:03:23,IP Address,100,1244,True,2022-10-24 17:03:24,R_2flZFEOnBPe8UFH,anonymous,EN-GB,Somewhat agree,Somewhat agree,Sometimes,Never or almost never,Most of the time,Most of the time,About half the time,Somewhat more,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,No,somewhat more concerned,,"R,Other (please describe)",SPSS,
2022-10-24 17:20:49,2022-10-24 17:32:56,IP Address,100,726,True,2022-10-24 17:32:56,R_2PzoX4ZTmq375XK,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Never or almost never,Never or almost never,I don't understand the question,I don't understand the question,Somewhat more,Somewhat more,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,,,No,somewhat more concerned,50,SAS,,
2022-10-24 17:58:08,2022-10-24 18:05:18,IP Address,100,430,True,2022-10-24 18:05:18,R_3Q2YdjTCUC2zkRj,anonymous,EN-GB,Strongly agree,Strongly agree,Always or almost always,Most of the time,Always or almost always,Sometimes,Sometimes,Somewhat more,About the same,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,No,somewhat less concerned,0,R,,
2022-10-10 18:11:04,2022-10-10 18:14:49,IP Address,76,225,False,2022-10-24 18:14:55,R_3UdVSabtZQZiUxz,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,I don't understand the question,About the same,About the same,Neither agree nor disagree,Unsure,Unsure,Neither agree nor disagree,,,,,,,,,
2022-09-14 02:21:33,2022-10-10 18:24:01,IP Address,12,2304147,False,2022-10-24 18:24:04,R_1j7ZKqqZVO0ZYBB,anonymous,EN-GB,Neither agree nor disagree,Strongly agree,,,,,,,,,,,,,,,,,,,,
2022-10-10 18:52:19,2022-10-10 18:59:12,IP Address,76,413,False,2022-10-24 18:59:15,R_RR04dxGPphz0ZIl,anonymous,EN-GB,Somewhat agree,,Always or almost always,,,,,Somewhat more,Somewhat more,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,,No," No","Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",,,,,
2022-10-24 19:35:31,2022-10-24 19:41:33,IP Address,100,362,True,2022-10-24 19:41:34,R_WulcnUBjtKkr4oV,anonymous,EN-GB,Somewhat agree,Somewhat agree,Sometimes,Most of the time,Always or almost always,Most of the time,Most of the time,Much more,Somewhat more,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,No,more concerned,10,"R,Python",,
2022-10-24 21:17:59,2022-10-24 21:22:53,IP Address,100,293,True,2022-10-24 21:22:53,R_Tkmw8EGjH7krPZD,anonymous,EN-GB,Strongly agree,Strongly agree,Never or almost never,Never or almost never,Most of the time,Sometimes,Sometimes,About the same,About the same,Strongly agree,I don't understand the question,Unsure,Unsure,,,,No,Very much more concerned,8,Other (please describe),spss,
2022-10-25 08:17:36,2022-10-25 08:23:51,IP Address,100,374,True,2022-10-25 08:23:51,R_BYgnDLiTtKkuDHH,anonymous,EN-GB,Somewhat agree,Somewhat agree,Never or almost never,Never or almost never,Sometimes,Always or almost always,Most of the time,Somewhat more,Much more,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,,,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",somewhat more concerned,0,Other (please describe),M plus,
2022-10-25 09:33:13,2022-10-25 10:25:09,IP Address,100,3115,True,2022-10-25 10:25:09,R_245DuShnRFzaujB,anonymous,EN-GB,Neither agree nor disagree,Somewhat agree,Never or almost never,Never or almost never,About half the time,About half the time,Sometimes,About the same,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,"Analysing a small subset of the data first could introduce bias when it comes to the analysis of the whole dataset. Suppose the subset is so small as to be incapable of giving meaningful answers, but gives a large (but highly imprecise) association in the researcher's expected direction. The temptation will be to see this as confirmation of their prior beliefs, which just needs confirming with greater sample size. This could then lead to analytical methods and publication decisions with the full dataset depending on whether the results fit the reinforced prior expectations.
Another issue is that the appropriate analytical approach might depend on the sample size.","I sometimes develop my analysis plans on simulated data. This can have the same sample size as the real data and will not tease me with hints as to the result I might get to my research question. The problem is that the real data will sometimes have inconvenient patterns of missingness or (co-) distribution which I didn't simulate. Rather than providing subsets of the real data, could data providers supply synthetic data to researchers developing their analysis plans? They could make it more realistic than the researcher's own guesses but leave the main effect of interest null.",No,somewhat more concerned,20,"Stata,R",,"I sometimes wonder how robust the linkage is of cohort members to subsequent events/data, especially in the UK without a single national ID number. If there is a degree of uncertainty, it might be helpful if variables indicating the linkage confidence were made available, for the purposes of sensitivity analysis."
2022-10-25 10:39:05,2022-10-25 10:43:04,IP Address,100,239,True,2022-10-25 10:43:04,R_1qV6ulqhhCbrlLW,anonymous,EN-GB,Strongly agree,Strongly agree,Always or almost always,Never or almost never,Sometimes,Most of the time,Always or almost always,About the same,About the same,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Unsure,Would want to see this in practice and determine the merits / disadvantages in my own perspective,,,No,somewhat more concerned,5,R,,
2022-10-25 10:45:48,2022-10-25 10:51:54,IP Address,100,365,True,2022-10-25 10:51:54,R_1eY7Yu7CVs3lSqX,anonymous,EN-GB,Somewhat agree,Somewhat agree,I don't understand the question,Never or almost never,Most of the time,Always or almost always,About half the time,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,,,No,Very much more concerned,200,"Stata,SAS,R",,
2022-10-25 13:45:27,2022-10-25 13:58:15,IP Address,100,768,True,2022-10-25 13:58:15,R_246kVL3VFKNuJuY,anonymous,EN-GB,Strongly agree,Strongly agree,Never or almost never,Never or almost never,Always or almost always,Never or almost never,Always or almost always,Somewhat more,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,"Sometimes it's useful to have the full sample size that the main analysis will be run on. For example some software might be limited by sample size, eg. HYDRA or other computationally demanding methods. You may need to run it on a system that has more computing power, but perhaps it ran ok on a local computer but when presented with the full dataset it has problems. Finally, would it be a problem for getting models to converge? ie. Might find a suitable model for the subset of data but when trying to run on the full sample you find the model doesn't converge or does not fit well? Not sure if that would be a problem or not. Perhaps having the option of providing dummy data to have the same sample size/power could be useful?",,No,as concerned as a typical researcher in my field,1,R,,
2022-10-11 19:37:37,2022-10-11 19:46:54,IP Address,76,557,False,2022-10-25 19:47:03,R_PGwOObXCtUcQfRf,anonymous,EN-GB,Strongly disagree,Neither agree nor disagree,Never or almost never,Never or almost never,Sometimes,Always or almost always,Most of the time,Somewhat more,Somewhat more,Unsure,I don't understand the question,I don't understand the question,Somewhat agree,"Being able to do exploratory or data-driven analyses are also important. ",,,No,,,,,
2022-10-25 20:02:15,2022-10-25 20:10:25,IP Address,100,489,True,2022-10-25 20:10:25,R_2fqfdOm3esejc75,anonymous,EN-GB,Neither agree nor disagree,Somewhat agree,I don't understand the question,Never or almost never,Never or almost never,Sometimes,Sometimes,Somewhat less,Somewhat more,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,Better data on attrition and the resulting biases,No,more concerned,3,"Stata,SAS,Other (please describe)","SPSS ",
2022-10-26 10:19:02,2022-10-26 10:22:18,IP Address,100,195,True,2022-10-26 10:22:18,R_2QrJJg5tVhCxo1W,anonymous,EN-GB,Neither agree nor disagree,Strongly agree,Most of the time,Never or almost never,Sometimes,About half the time,About half the time,About the same,About the same,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,,,,No,more concerned,4,"R,Other (please describe)",spss,
2022-10-12 22:50:03,2022-10-12 22:51:09,IP Address,41,66,False,2022-10-26 22:51:11,R_2yfHXQCO8S4X1hY,anonymous,EN-GB,Somewhat agree,Somewhat agree,I don't understand the question,Most of the time,I don't understand the question,Always or almost always,Always or almost always,,,,,,,,,,,,,,,
2022-10-13 04:54:22,2022-10-13 04:57:46,IP Address,59,203,False,2022-10-27 04:57:49,R_XyMZM7MnmiGYUO5,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat more,Somewhat more,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,
2022-10-27 13:52:18,2022-10-27 13:57:33,IP Address,100,315,True,2022-10-27 13:57:34,R_2SwYxfWixoDd0Gq,anonymous,EN-GB,Strongly agree,Somewhat agree,I don't understand the question,Never or almost never,Never or almost never,Sometimes,Never or almost never,About the same,Somewhat more,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,,,,somewhat less concerned,10,Other (please describe),spss,
2022-10-27 20:10:21,2022-10-27 20:25:24,IP Address,100,903,True,2022-10-27 20:25:24,R_3HphLFwduXcDpci,anonymous,EN-GB,Neither agree nor disagree,Strongly agree,I don't understand the question,Most of the time,Sometimes,Sometimes,Sometimes,Somewhat more,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,No,as concerned as a typical researcher in my field,0,Other (please describe),SPSS,
2022-10-28 14:48:14,2022-10-28 14:51:56,IP Address,100,222,True,2022-10-28 14:51:56,R_1MYVNJiHkUEi16h,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Never or almost never,Never or almost never,About half the time,About half the time,About half the time,Somewhat more,Somewhat more,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,"Some analyses are exploratory, so follow-up questions arise depending on the outcome of the analyses.This might be hard to tackle in advance using the ECAW approach.",,,No,,0,R,,
2022-10-28 19:05:36,2022-10-28 19:38:38,IP Address,100,1982,True,2022-10-28 19:38:38,R_1PZXfq3gQ60Phd8,anonymous,EN-GB,Neither agree nor disagree,Somewhat agree,Never or almost never,Never or almost never,About half the time,About half the time,About half the time,Somewhat more,About the same,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,"I have used the same set of requested variables for different research questions/analyses as part of a larger project. I could see how having to do ECAWs for each analysis could end up being laborious and too time consuming than the usual workflow, but it would depend on the exact policies I think. Otherwise I do find the prospect appealing for ensuring rigorous data without putting all of the onus on individual researchers.","I have used the same set of requested variables for different research questions/analyses as part of a larger project. I could see how having to do ECAWs for each analysis could end up being laborious and too time consuming than the usual workflow, but it would depend on the exact policies I think. Otherwise I do find the prospect appealing for ensuring rigorous data without putting all of the onus on individual researchers. The main concern for me would simply be time. ","I like the policies that ALSPAC has in place, particularly in that there is a data buddy to contact to make sure data is being used appropriately and approval required for article submission. There are limitations to the pre-registration process, particularly in that it again increases the amount of time for individual researchers, making it less likely to occur, so the ECAW workflow seems like a much better policy.","Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",as concerned as a typical researcher in my field,2,"R,Other (please describe)",SPSS (rarely but occassionally),
2022-10-17 10:37:28,2022-10-17 10:43:08,IP Address,0,339,False,2022-10-31 10:09:52,R_3HBr8ZyeFIcNYMa,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-17 10:38:48,2022-10-17 10:41:00,IP Address,6,131,False,2022-10-31 10:11:49,R_0xLkjbndeioZiZr,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-10 17:02:06,2022-10-17 11:17:22,IP Address,24,584116,False,2022-10-31 10:44:55,R_3eiUQZDVXqKKxiN,anonymous,EN-GB,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,
2022-10-17 12:05:37,2022-10-17 12:06:16,IP Address,12,39,False,2022-10-31 11:12:10,R_1jcRtCamKQA36TO,anonymous,EN-GB,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,
2022-10-17 13:19:43,2022-10-17 13:20:16,IP Address,12,32,False,2022-10-31 12:20:17,R_24zNzaK3qUWXrcI,anonymous,EN-GB,Strongly agree,,,,,,,,,,,,,,,,,,,,,
2022-10-17 11:58:49,2022-10-17 18:12:04,IP Address,47,22394,False,2022-10-31 17:12:10,R_1FlfRF5Q2Ntumnm,anonymous,EN-GB,Somewhat agree,Strongly agree,I don't understand the question,Never or almost never,Always or almost always,Most of the time,Always or almost always,Somewhat more,Somewhat more,,,,,,,,,,,,,
2022-10-17 16:33:50,2022-10-18 13:11:14,IP Address,18,74243,False,2022-11-01 12:15:48,R_3hbRpSzX4f6osx5,anonymous,EN-GB,Strongly agree,Strongly agree,Always or almost always,,Never or almost never,About half the time,Sometimes,,,,,,,,,,,,,,,
2022-10-19 11:45:42,2022-10-19 11:53:46,IP Address,59,484,False,2022-11-02 10:53:47,R_2yeJRIojgVEBwla,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,About half the time,About half the time,About half the time,About half the time,About half the time,About the same,About the same,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,
2022-10-24 13:57:09,2022-10-24 13:57:23,IP Address,6,14,False,2022-11-02 23:49:46,R_daL25r66gFOD72x,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-24 14:06:54,2022-10-24 14:07:08,IP Address,6,13,False,2022-11-02 23:49:49,R_3e4FuXYu8O6JeJI,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-21 14:33:52,2022-10-21 14:35:24,IP Address,41,92,False,2022-11-02 23:49:55,R_3h5RmTDwiSphqHh,anonymous,EN-GB,Somewhat disagree,Somewhat agree,Never or almost never,Never or almost never,Sometimes,Sometimes,Sometimes,,,,,,,,,,,,,,,
2022-10-24 19:13:31,2022-10-24 19:14:22,IP Address,12,51,False,2022-11-02 23:50:00,R_3fUGn13iyJVgPTc,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-25 07:39:24,2022-10-25 07:39:40,IP Address,6,15,False,2022-11-02 23:50:08,R_1feIY5SWA0qeGTy,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-27 17:19:51,2022-10-27 17:20:10,Spam,6,19,False,2022-11-02 23:50:09,R_2RamemlMaZVRgQw,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-28 14:32:07,2022-10-28 14:33:36,Spam,6,89,False,2022-11-02 23:50:16,R_3CCqMZCPv0yhso2,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-25 08:55:38,2022-10-25 08:57:45,IP Address,41,126,False,2022-11-02 23:50:19,R_3EYVfa2f0nQWqcl,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,
2022-10-28 15:54:30,2022-10-28 15:55:00,IP Address,12,30,False,2022-11-02 23:50:21,R_10MeV3PBbqWNvup,anonymous,EN-GB,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,
